Date,SPY
2015-08-12,174.6328887939453
2015-08-13,174.41554260253906
2015-08-14,175.05078125
2015-08-17,176.0287628173828
2015-08-18,175.5189666748047
2015-08-19,174.13131713867188
2015-08-20,170.49525451660156
2015-08-21,165.3628692626953
2015-08-24,158.39999389648438
2015-08-25,156.53599548339844
2015-08-26,162.5460205078125
2015-08-27,166.56658935546875
2015-08-28,166.574951171875
2015-08-31,165.2291717529297
2015-09-01,160.2974395751953
2015-09-02,163.34005737304688
2015-09-03,163.4570770263672
2015-09-04,160.98289489746094
2015-09-08,165.02853393554688
2015-09-09,162.82183837890625
2015-09-10,163.70785522460938
2015-09-11,164.45176696777344
2015-09-14,163.84161376953125
2015-09-15,165.8895263671875
2015-09-16,167.3272247314453
2015-09-17,166.95114135742188
2015-09-18,164.22279357910156
2015-09-21,165.071533203125
2015-09-22,162.92886352539062
2015-09-23,162.66842651367188
2015-09-24,162.08026123046875
2015-09-25,162.0382843017578
2015-09-28,157.97152709960938
2015-09-29,158.06396484375
2015-09-30,161.01321411132812
2015-10-01,161.4333038330078
2015-10-02,163.84475708007812
2015-10-05,166.7603302001953
2015-10-06,166.18899536132812
2015-10-07,167.5501708984375
2015-10-08,169.06256103515625
2015-10-09,169.1634063720703
2015-10-12,169.32301330566406
2015-10-13,168.2559814453125
2015-10-14,167.4493408203125
2015-10-15,170.0204315185547
2015-10-16,170.79345703125
2015-10-19,170.87745666503906
2015-10-20,170.65899658203125
2015-10-21,169.60031127929688
2015-10-22,172.46551513671875
2015-10-23,174.3560333251953
2015-10-26,173.92750549316406
2015-10-27,173.59140014648438
2015-10-28,175.5659942626953
2015-10-29,175.4651336669922
2015-10-30,174.70887756347656
2015-11-02,176.77590942382812
2015-11-03,177.28842163085938
2015-11-04,176.75062561035156
2015-11-05,176.57427978515625
2015-11-06,176.4818115234375
2015-11-09,174.83494567871094
2015-11-10,175.23826599121094
2015-11-11,174.5492706298828
2015-11-12,172.112548828125
2015-11-13,170.18008422851562
2015-11-16,172.7679901123047
2015-11-17,172.64193725585938
2015-11-18,175.38108825683594
2015-11-19,175.22982788085938
2015-11-20,175.86843872070312
2015-11-23,175.6667938232422
2015-11-24,175.90203857421875
2015-11-25,175.87684631347656
2015-11-27,176.07850646972656
2015-11-30,175.3474884033203
2015-12-01,177.01956176757812
2015-12-02,175.21302795410156
2015-12-03,172.7595977783203
2015-12-04,176.12892150878906
2015-12-07,175.06185913085938
2015-12-08,173.885498046875
2015-12-09,172.53271484375
2015-12-10,172.9780731201172
2015-12-11,169.6256103515625
2015-12-14,170.48257446289062
2015-12-15,172.27224731445312
2015-12-16,174.7929229736328
2015-12-17,172.12942504882812
2015-12-18,169.06288146972656
2015-12-21,170.45751953125
2015-12-22,172.0043182373047
2015-12-23,174.1343231201172
2015-12-24,173.84689331054688
2015-12-28,173.4496612548828
2015-12-29,175.30067443847656
2015-12-30,174.0582275390625
2015-12-31,172.31704711914062
2016-01-04,169.90814208984375
2016-01-05,170.1955108642578
2016-01-06,168.0486602783203
2016-01-07,164.01690673828125
2016-01-08,162.2165985107422
2016-01-11,162.37716674804688
2016-01-12,163.68727111816406
2016-01-13,159.6047821044922
2016-01-14,162.2250213623047
2016-01-15,158.74264526367188
2016-01-19,158.95401000976562
2016-01-20,156.91700744628906
2016-01-21,157.79600524902344
2016-01-22,161.03323364257812
2016-01-25,158.5989990234375
2016-01-26,160.76272583007812
2016-01-27,159.0131072998047
2016-01-28,159.8414306640625
2016-01-29,163.7379913330078
2016-02-01,163.6787872314453
2016-02-02,160.72894287109375
2016-02-03,161.69252014160156
2016-02-04,161.946044921875
2016-02-05,158.8609619140625
2016-02-08,156.72259521484375
2016-02-09,156.7310028076172
2016-02-10,156.5957794189453
2016-02-11,154.5587615966797
2016-02-12,157.7452850341797
2016-02-16,160.40777587890625
2016-02-17,163.0279998779297
2016-02-18,162.3602294921875
2016-02-19,162.28421020507812
2016-02-22,164.63394165039062
2016-02-23,162.5546417236328
2016-02-24,163.29840087890625
2016-02-25,165.27630615234375
2016-02-26,164.89590454101562
2016-02-29,163.6027374267578
2016-03-01,167.44854736328125
2016-03-02,168.20079040527344
2016-03-03,168.8600311279297
2016-03-04,169.4094696044922
2016-03-07,169.54469299316406
2016-03-08,167.69366455078125
2016-03-09,168.52195739746094
2016-03-10,168.6571807861328
2016-03-11,171.37887573242188
2016-03-14,171.1591033935547
2016-03-15,170.88015747070312
2016-03-16,171.8690948486328
2016-03-17,172.95945739746094
2016-03-18,173.6391143798828
2016-03-21,173.88543701171875
2016-03-22,173.79202270507812
2016-03-23,172.64512634277344
2016-03-24,172.56861877441406
2016-03-28,172.6705322265625
2016-03-29,174.26780700683594
2016-03-30,175.03244018554688
2016-03-31,174.6076202392578
2016-04-01,175.79705810546875
2016-04-04,175.22776794433594
2016-04-05,173.4776611328125
2016-04-06,175.3722381591797
2016-04-07,173.27381896972656
2016-04-08,173.7410430908203
2016-04-11,173.33322143554688
2016-04-12,174.947509765625
2016-04-13,176.71461486816406
2016-04-14,176.72311401367188
2016-04-15,176.52767944335938
2016-04-18,177.76809692382812
2016-04-19,178.32887268066406
2016-04-20,178.49871826171875
2016-04-21,177.5387725830078
2016-04-22,177.5387725830078
2016-04-25,177.23284912109375
2016-04-26,177.49624633789062
2016-04-27,177.86154174804688
2016-04-28,176.247314453125
2016-04-29,175.29579162597656
2016-05-02,176.6891326904297
2016-05-03,175.1513214111328
2016-05-04,174.17433166503906
2016-05-05,174.14035034179688
2016-05-06,174.77748107910156
2016-05-09,174.92196655273438
2016-05-10,177.09695434570312
2016-05-11,175.44020080566406
2016-05-12,175.49122619628906
2016-05-13,173.9619140625
2016-05-16,175.6781005859375
2016-05-17,174.0384521484375
2016-05-18,174.08937072753906
2016-05-19,173.48614501953125
2016-05-20,174.5821533203125
2016-05-23,174.34425354003906
2016-05-24,176.6041717529297
2016-05-25,177.80209350585938
2016-05-26,177.85305786132812
2016-05-27,178.61770629882812
2016-05-31,178.27783203125
2016-06-01,178.64320373535156
2016-06-02,179.18695068359375
2016-06-03,178.6516571044922
2016-06-06,179.56076049804688
2016-06-07,179.841064453125
2016-06-08,180.42735290527344
2016-06-09,180.1808624267578
2016-06-10,178.4733123779297
2016-06-13,177.09695434570312
2016-06-14,176.7486114501953
2016-06-15,176.5022430419922
2016-06-16,177.02896118164062
2016-06-17,176.36962890625
2016-06-20,177.50547790527344
2016-06-21,178.0093994140625
2016-06-22,177.71902465820312
2016-06-23,180.0333709716797
2016-06-24,173.56854248046875
2016-06-27,170.4599151611328
2016-06-28,173.5343475341797
2016-06-29,176.48924255371094
2016-06-30,178.89749145507812
2016-07-01,179.27330017089844
2016-07-05,177.9837646484375
2016-07-06,179.05125427246094
2016-07-07,178.94020080566406
2016-07-08,181.60475158691406
2016-07-11,182.24520874023438
2016-07-12,183.56893920898438
2016-07-13,183.54330444335938
2016-07-14,184.56814575195312
2016-07-15,184.3205108642578
2016-07-18,184.81582641601562
2016-07-19,184.62796020507812
2016-07-20,185.39654541015625
2016-07-21,184.69625854492188
2016-07-22,185.5246124267578
2016-07-25,185.0207977294922
2016-07-26,185.1061553955078
2016-07-27,184.9097900390625
2016-07-28,185.1232452392578
2016-07-29,185.42214965820312
2016-08-01,185.26846313476562
2016-08-02,184.0813751220703
2016-08-03,184.61935424804688
2016-08-04,184.81582641601562
2016-08-05,186.32736206054688
2016-08-08,186.21640014648438
2016-08-09,186.32736206054688
2016-08-10,185.86622619628906
2016-08-11,186.72874450683594
2016-08-12,186.56654357910156
2016-08-15,187.10459899902344
2016-08-16,186.13955688476562
2016-08-17,186.48963928222656
2016-08-18,186.9081268310547
2016-08-19,186.63479614257812
2016-08-22,186.6262969970703
2016-08-23,187.0020751953125
2016-08-24,186.0456085205078
2016-08-25,185.9174346923828
2016-08-26,185.5673065185547
2016-08-29,186.4811553955078
2016-08-30,186.17369079589844
2016-08-31,185.64422607421875
2016-09-01,185.65272521972656
2016-09-02,186.48963928222656
2016-09-06,187.0532989501953
2016-09-07,187.03622436523438
2016-09-08,186.60923767089844
2016-09-09,182.1427459716797
2016-09-12,184.75601196289062
2016-09-13,182.10009765625
2016-09-14,182.03172302246094
2016-09-15,183.85073852539062
2016-09-16,183.14007568359375
2016-09-19,183.17440795898438
2016-09-20,183.18299865722656
2016-09-21,185.2429962158203
2016-09-22,186.41026306152344
2016-09-23,185.3888702392578
2016-09-26,183.8868408203125
2016-09-27,185.02838134765625
2016-09-28,185.94683837890625
2016-09-29,184.2644500732422
2016-09-30,185.6549530029297
2016-10-03,185.2086181640625
2016-10-04,184.2644500732422
2016-10-05,185.0798797607422
2016-10-06,185.2086181640625
2016-10-07,184.573486328125
2016-10-10,185.5347900390625
2016-10-11,183.19155883789062
2016-10-12,183.43190002441406
2016-10-13,182.8310546875
2016-10-14,182.92550659179688
2016-10-17,182.29037475585938
2016-10-18,183.43190002441406
2016-10-19,183.92115783691406
2016-10-20,183.5778045654297
2016-10-21,183.66368103027344
2016-10-24,184.44473266601562
2016-10-25,183.8267059326172
2016-10-26,183.45765686035156
2016-10-27,182.96841430664062
2016-10-28,182.4276885986328
2016-10-31,182.436279296875
2016-11-01,181.1144256591797
2016-11-02,180.02432250976562
2016-11-03,179.2003936767578
2016-11-04,179.00299072265625
2016-11-07,182.95123291015625
2016-11-08,183.7752227783203
2016-11-09,185.72361755371094
2016-11-10,186.18707275390625
2016-11-11,185.7580108642578
2016-11-14,185.90386962890625
2016-11-15,187.35443115234375
2016-11-16,187.0025177001953
2016-11-17,187.96385192871094
2016-11-18,187.5432891845703
2016-11-21,188.9595184326172
2016-11-22,189.32855224609375
2016-11-23,189.43154907226562
2016-11-25,190.13536071777344
2016-11-28,189.2427215576172
2016-11-29,189.61178588867188
2016-11-30,189.1569366455078
2016-12-01,188.46168518066406
2016-12-02,188.5560760498047
2016-12-05,189.6890869140625
2016-12-06,190.2898406982422
2016-12-07,192.77908325195312
2016-12-08,193.2510986328125
2016-12-09,194.41842651367188
2016-12-12,194.19528198242188
2016-12-13,195.49134826660156
2016-12-14,193.87767028808594
2016-12-15,194.67591857910156
2016-12-16,194.2952117919922
2016-12-19,194.71824645996094
2016-12-20,195.46932983398438
2016-12-21,194.9254608154297
2016-12-22,194.58872985839844
2016-12-23,194.87362670898438
2016-12-27,195.35714721679688
2016-12-28,193.74264526367188
2016-12-29,193.69949340820312
2016-12-30,192.99148559570312
2017-01-03,194.46791076660156
2017-01-04,195.62477111816406
2017-01-05,195.46932983398438
2017-01-06,196.16873168945312
2017-01-09,195.5211639404297
2017-01-10,195.5211639404297
2017-01-11,196.0737762451172
2017-01-12,195.58160400390625
2017-01-13,196.03054809570312
2017-01-17,195.33985900878906
2017-01-18,195.7715301513672
2017-01-19,195.0463104248047
2017-01-20,195.76290893554688
2017-01-23,195.25355529785156
2017-01-24,196.50543212890625
2017-01-25,198.2062530517578
2017-01-26,197.99905395507812
2017-01-27,197.68824768066406
2017-01-30,196.46229553222656
2017-01-31,196.44500732421875
2017-02-01,196.52264404296875
2017-02-02,196.65219116210938
2017-02-03,198.00775146484375
2017-02-06,197.65367126464844
2017-02-07,197.66236877441406
2017-02-08,197.92137145996094
2017-02-09,199.09561157226562
2017-02-10,199.88124084472656
2017-02-13,200.9691162109375
2017-02-14,201.77207946777344
2017-02-15,202.82540893554688
2017-02-16,202.6527099609375
2017-02-17,202.97215270996094
2017-02-21,204.1808624267578
2017-02-22,203.99960327148438
2017-02-23,204.13771057128906
2017-02-24,204.39674377441406
2017-02-27,204.71620178222656
2017-02-28,204.16357421875
2017-03-01,207.0214080810547
2017-03-02,205.7176971435547
2017-03-03,205.84722900390625
2017-03-06,205.23419189453125
2017-03-07,204.6212158203125
2017-03-08,204.24131774902344
2017-03-09,204.50035095214844
2017-03-10,205.2169647216797
2017-03-13,205.32052612304688
2017-03-14,204.53488159179688
2017-03-15,206.3048095703125
2017-03-16,205.8990020751953
2017-03-17,205.53741455078125
2017-03-20,205.31198120117188
2017-03-21,202.67584228515625
2017-03-22,203.15280151367188
2017-03-23,202.93603515625
2017-03-24,202.78860473632812
2017-03-27,202.5804443359375
2017-03-28,204.05459594726562
2017-03-29,204.24537658691406
2017-03-30,204.8957061767578
2017-03-31,204.41880798339844
2017-04-03,204.0633087158203
2017-04-04,204.19337463378906
2017-04-05,203.58642578125
2017-04-06,204.15867614746094
2017-04-07,203.9505615234375
2017-04-10,204.0719451904297
2017-04-11,203.82919311523438
2017-04-12,202.93603515625
2017-04-13,201.61795043945312
2017-04-17,203.40428161621094
2017-04-18,202.79725646972656
2017-04-19,202.42437744140625
2017-04-20,204.0719451904297
2017-04-21,203.42160034179688
2017-04-24,205.6588134765625
2017-04-25,206.85546875
2017-04-26,206.72535705566406
2017-04-27,206.89883422851562
2017-04-28,206.44789123535156
2017-05-01,206.96817016601562
2017-05-02,207.04623413085938
2017-05-03,206.7947540283203
2017-05-04,207.0375518798828
2017-05-05,207.85269165039062
2017-05-08,207.81802368164062
2017-05-09,207.6272430419922
2017-05-10,208.00010681152344
2017-05-11,207.57521057128906
2017-05-12,207.2283172607422
2017-05-15,208.37298583984375
2017-05-16,208.1821746826172
2017-05-17,204.4882354736328
2017-05-18,205.31198120117188
2017-05-19,206.64735412597656
2017-05-22,207.6966094970703
2017-05-23,208.15615844726562
2017-05-24,208.6416778564453
2017-05-25,209.63897705078125
2017-05-26,209.59564208984375
2017-05-30,209.41351318359375
2017-05-31,209.3614959716797
2017-06-01,211.02642822265625
2017-06-02,211.72877502441406
2017-06-05,211.57264709472656
2017-06-06,210.89633178710938
2017-06-07,211.2864990234375
2017-06-08,211.3905792236328
2017-06-09,211.0697784423828
2017-06-12,211.02642822265625
2017-06-13,212.05825805664062
2017-06-14,211.7895050048828
2017-06-15,211.38192749023438
2017-06-16,211.42813110351562
2017-06-19,213.18829345703125
2017-06-20,211.75051879882812
2017-06-21,211.69822692871094
2017-06-22,211.60238647460938
2017-06-23,211.8550262451172
2017-06-26,211.9944610595703
2017-06-27,210.28660583496094
2017-06-28,212.16880798339844
2017-06-29,210.30406188964844
2017-06-30,210.6961212158203
2017-07-03,211.0534210205078
2017-07-05,211.54139709472656
2017-07-06,209.60690307617188
2017-07-07,210.96629333496094
2017-07-10,211.19284057617188
2017-07-11,211.0359649658203
2017-07-12,212.6218719482422
2017-07-13,212.9791259765625
2017-07-14,213.9724578857422
2017-07-17,213.94635009765625
2017-07-18,214.0596160888672
2017-07-19,215.21853637695312
2017-07-20,215.31442260742188
2017-07-21,215.12269592285156
2017-07-24,215.0704345703125
2017-07-25,215.59326171875
2017-07-26,215.60195922851562
2017-07-27,215.40150451660156
2017-07-28,215.14886474609375
2017-07-31,215.02684020996094
2017-08-01,215.506103515625
2017-08-02,215.6106719970703
2017-08-03,215.19241333007812
2017-08-04,215.58453369140625
2017-08-07,215.98532104492188
2017-08-08,215.45376586914062
2017-08-09,215.44509887695312
2017-08-10,212.40403747558594
2017-08-11,212.7176971435547
2017-08-14,214.82644653320312
2017-08-15,214.8002471923828
2017-08-16,215.17494201660156
2017-08-17,211.82020568847656
2017-08-18,211.48910522460938
2017-08-21,211.65464782714844
2017-08-22,213.8679656982422
2017-08-23,213.10108947753906
2017-08-24,212.6044464111328
2017-08-25,213.10108947753906
2017-08-28,213.10983276367188
2017-08-29,213.3538360595703
2017-08-30,214.3646240234375
2017-08-31,215.65420532226562
2017-09-01,215.95919799804688
2017-09-05,214.40817260742188
2017-09-06,215.14013671875
2017-09-07,215.11395263671875
2017-09-08,214.86131286621094
2017-09-11,217.15298461914062
2017-09-12,217.88490295410156
2017-09-13,217.98953247070312
2017-09-14,217.9197540283203
2017-09-15,218.21311950683594
2017-09-18,218.67723083496094
2017-09-19,218.89617919921875
2017-09-20,218.97496032714844
2017-09-21,218.3882598876953
2017-09-22,218.4320831298828
2017-09-25,217.98544311523438
2017-09-26,218.11680603027344
2017-09-27,218.96621704101562
2017-09-28,219.2289276123047
2017-09-29,219.99951171875
2017-10-02,220.95407104492188
2017-10-03,221.42689514160156
2017-10-04,221.6896209716797
2017-10-05,223.003173828125
2017-10-06,222.74920654296875
2017-10-09,222.3814239501953
2017-10-10,222.9681396484375
2017-10-11,223.3184356689453
2017-10-12,222.9856414794922
2017-10-13,223.25714111328125
2017-10-16,223.5548553466797
2017-10-17,223.71246337890625
2017-10-18,223.931396484375
2017-10-19,223.99269104003906
2017-10-20,225.14859008789062
2017-10-23,224.27288818359375
2017-10-24,224.66693115234375
2017-10-25,223.5548553466797
2017-10-26,223.84381103515625
2017-10-27,225.67398071289062
2017-10-30,224.8333282470703
2017-10-31,225.18360900878906
2017-11-01,225.48135375976562
2017-11-02,225.5689239501953
2017-11-03,226.32200622558594
2017-11-06,226.67230224609375
2017-11-07,226.5147247314453
2017-11-08,226.9000244140625
2017-11-09,226.0768585205078
2017-11-10,226.00672912597656
2017-11-13,226.21693420410156
2017-11-14,225.69155883789062
2017-11-15,224.56185913085938
2017-11-16,226.4709014892578
2017-11-17,225.8053436279297
2017-11-20,226.19065856933594
2017-11-21,227.67059326171875
2017-11-22,227.4691925048828
2017-11-24,227.99452209472656
2017-11-27,227.8807373046875
2017-11-28,230.1925811767578
2017-11-29,230.05250549316406
2017-11-30,232.0665283203125
2017-12-01,231.58489990234375
2017-12-04,231.30467224121094
2017-12-05,230.4727783203125
2017-12-06,230.51657104492188
2017-12-07,231.24339294433594
2017-12-08,232.50437927246094
2017-12-11,233.20498657226562
2017-12-12,233.61654663085938
2017-12-13,233.59024047851562
2017-12-14,232.6357421875
2017-12-15,234.5729217529297
2017-12-18,236.0605010986328
2017-12-19,235.1538543701172
2017-12-20,235.0306854248047
2017-12-21,235.51475524902344
2017-12-22,235.45321655273438
2017-12-26,235.17153930664062
2017-12-27,235.2859344482422
2017-12-28,235.77005004882812
2017-12-29,234.8810272216797
2018-01-02,236.56211853027344
2018-01-03,238.05838012695312
2018-01-04,239.06179809570312
2018-01-05,240.6549530029297
2018-01-08,241.0950164794922
2018-01-09,241.6407012939453
2018-01-10,241.27108764648438
2018-01-11,243.03138732910156
2018-01-12,244.61566162109375
2018-01-16,243.77947998046875
2018-01-17,246.1031494140625
2018-01-18,245.68942260742188
2018-01-19,246.8073272705078
2018-01-22,248.8140411376953
2018-01-23,249.34214782714844
2018-01-24,249.24534606933594
2018-01-25,249.3509979248047
2018-01-26,252.23788452148438
2018-01-29,250.56556701660156
2018-01-30,247.9954833984375
2018-01-31,248.11871337890625
2018-02-01,247.8371124267578
2018-02-02,242.44166564941406
2018-02-05,232.3021697998047
2018-02-06,236.8789825439453
2018-02-07,235.5940399169922
2018-02-08,226.75709533691406
2018-02-09,230.1633758544922
2018-02-12,233.54322814941406
2018-02-13,234.1241455078125
2018-02-14,237.28387451171875
2018-02-15,240.31163024902344
2018-02-16,240.38209533691406
2018-02-20,238.8769989013672
2018-02-21,237.68878173828125
2018-02-22,237.996826171875
2018-02-23,241.79029846191406
2018-02-26,244.59811401367188
2018-02-27,241.5438690185547
2018-02-28,239.09707641601562
2018-03-01,235.62037658691406
2018-03-02,236.8350067138672
2018-03-05,239.57228088378906
2018-03-06,240.1796875
2018-03-07,240.0916290283203
2018-03-08,241.2534637451172
2018-03-09,245.45187377929688
2018-03-12,245.14373779296875
2018-03-13,243.5595245361328
2018-03-14,242.30963134765625
2018-03-15,242.04562377929688
2018-03-16,242.30810546875
2018-03-19,239.02960205078125
2018-03-20,239.43609619140625
2018-03-21,238.9765625
2018-03-22,233.00283813476562
2018-03-23,228.0364532470703
2018-03-26,234.27528381347656
2018-03-27,230.28988647460938
2018-03-28,229.60940551757812
2018-03-29,232.54322814941406
2018-04-02,227.52392578125
2018-04-03,230.44007873535156
2018-04-04,232.90557861328125
2018-04-05,234.74366760253906
2018-04-06,229.51220703125
2018-04-09,230.64332580566406
2018-04-10,234.31060791015625
2018-04-11,233.08238220214844
2018-04-12,234.9999542236328
2018-04-13,234.31060791015625
2018-04-16,236.237060546875
2018-04-17,238.76449584960938
2018-04-18,238.94117736816406
2018-04-19,237.61572265625
2018-04-20,235.60081481933594
2018-04-23,235.56552124023438
2018-04-24,232.39309692382812
2018-04-25,232.96746826171875
2018-04-26,235.33575439453125
2018-04-27,235.556640625
2018-04-30,233.7451171875
2018-05-01,234.1604461669922
2018-05-02,232.5875244140625
2018-05-03,232.0749053955078
2018-05-04,235.0794677734375
2018-05-07,235.87481689453125
2018-05-08,235.87481689453125
2018-05-09,238.15472412109375
2018-05-10,240.381591796875
2018-05-11,241.11508178710938
2018-05-14,241.22994995117188
2018-05-15,239.56863403320312
2018-05-16,240.57601928710938
2018-05-17,240.3727569580078
2018-05-18,239.7718505859375
2018-05-21,241.5745849609375
2018-05-22,240.90301513671875
2018-05-23,241.56578063964844
2018-05-24,241.0708770751953
2018-05-25,240.4964599609375
2018-05-29,237.7305145263672
2018-05-30,240.90301513671875
2018-05-31,239.4272003173828
2018-06-01,241.77780151367188
2018-06-04,242.9266357421875
2018-06-05,243.1033477783203
2018-06-06,245.13583374023438
2018-06-07,245.10934448242188
2018-06-08,245.83395385742188
2018-06-11,246.16099548339844
2018-06-12,246.47909545898438
2018-06-13,245.692626953125
2018-06-14,246.31121826171875
2018-06-15,245.9970703125
2018-06-18,245.4909210205078
2018-06-19,244.55001831054688
2018-06-20,244.96731567382812
2018-06-21,243.43161010742188
2018-06-22,243.87547302246094
2018-06-25,240.55563354492188
2018-06-26,241.08822631835938
2018-06-27,239.09100341796875
2018-06-28,240.45806884765625
2018-06-29,240.8041534423828
2018-07-02,241.31898498535156
2018-07-03,240.46682739257812
2018-07-05,242.42861938476562
2018-07-06,244.47901916503906
2018-07-09,246.6804962158203
2018-07-10,247.56814575195312
2018-07-11,245.75721740722656
2018-07-12,247.98532104492188
2018-07-13,248.1805877685547
2018-07-16,247.95870971679688
2018-07-17,248.96176147460938
2018-07-18,249.48548889160156
2018-07-19,248.54452514648438
2018-07-20,248.26046752929688
2018-07-23,248.72203063964844
2018-07-24,249.97369384765625
2018-07-25,252.10409545898438
2018-07-26,251.50930786132812
2018-07-27,249.8050537109375
2018-07-30,248.50015258789062
2018-07-31,249.7251434326172
2018-08-01,249.30799865722656
2018-08-02,250.6660614013672
2018-08-03,251.74008178710938
2018-08-06,252.66331481933594
2018-08-07,253.4976806640625
2018-08-08,253.39112854003906
2018-08-09,253.044921875
2018-08-10,251.34957885742188
2018-08-13,250.4086151123047
2018-08-14,252.0064697265625
2018-08-15,250.12448120117188
2018-08-16,252.1483917236328
2018-08-17,253.0360565185547
2018-08-20,253.5775604248047
2018-08-21,254.1722412109375
2018-08-22,254.02137756347656
2018-08-23,253.68408203125
2018-08-24,255.2108154296875
2018-08-27,257.2258605957031
2018-08-28,257.35015869140625
2018-08-29,258.7348327636719
2018-08-30,257.68743896484375
2018-08-31,257.6962585449219
2018-09-04,257.25250244140625
2018-09-05,256.5600891113281
2018-09-06,255.78785705566406
2018-09-07,255.29074096679688
2018-09-10,255.7345428466797
2018-09-11,256.5778503417969
2018-09-12,256.6399841308594
2018-09-13,258.1578369140625
2018-09-14,258.2022399902344
2018-09-17,256.83526611328125
2018-09-18,258.2288818359375
2018-09-19,258.5040283203125
