Date,AAPL,ABBV,AEP,AMZN,BAC,BLK,COP,CVX,DUK,EOG,EXC,GOOGL,GS,HD,JNJ,JPM,MCD,META,MRK,MS,MSFT,NEE,NKE,NVDA,PFE,SLB,SO,UNH,WMT,XOM
2015-01-02,24.21489143371582,41.75547790527344,41.046775817871094,15.425999641418457,14.123799324035645,269.7154541015625,47.91725158691406,69.52938842773438,52.911834716796875,66.83211517333984,17.969215393066406,26.260459899902344,155.55519104003906,79.37124633789062,76.54862976074219,46.274314880371094,70.27787780761719,77.83915710449219,38.48434066772461,28.558185577392578,39.7676887512207,19.897184371948242,41.108646392822266,0.482985258102417,18.38100814819336,62.53464126586914,30.69951820373535,83.82876586914062,23.171676635742188,57.5334358215332
2015-01-05,23.53271484375,40.96965789794922,40.442649841308594,15.10949993133545,13.7135009765625,262.7368469238281,45.636802673339844,66.75019836425781,52.15013885498047,62.80364227294922,17.45745277404785,25.76009178161621,150.69834899902344,77.70603942871094,76.01398468017578,44.837730407714844,69.501708984375,76.58897399902344,39.05632781982422,27.66550636291504,39.40199279785156,19.686445236206055,40.446800231933594,0.4748275876045227,18.281274795532227,60.84113311767578,30.568933486938477,82.44799041748047,23.1042423248291,55.959205627441406
2015-01-06,23.53493309020996,40.76688003540039,40.66415786743164,14.76449966430664,13.30319881439209,258.654052734375,43.752647399902344,66.71931457519531,53.006282806396484,61.01398468017578,17.32352638244629,25.124347686767578,147.64984130859375,77.46813201904297,75.64044952392578,43.67513656616211,69.62981414794922,75.55706787109375,40.590579986572266,26.868736267089844,38.823673248291016,19.762903213500977,40.208866119384766,0.46043163537979126,18.433813095092773,59.651344299316406,30.93581199645996,82.2816162109375,23.282276153564453,55.661712646484375
2015-01-07,23.86494255065918,42.41453552246094,41.241432189941406,14.920999526977539,13.366323471069336,264.1280822753906,44.044654846191406,66.66373443603516,53.17625427246094,60.6299934387207,17.347440719604492,25.050460815429688,149.85018920898438,80.12329864501953,77.310302734375,43.74177551269531,70.84306335449219,75.55706787109375,41.458656311035156,27.25236701965332,39.31694793701172,19.943809509277344,41.0394401550293,0.4592318534851074,18.68609046936035,59.64405059814453,31.277814865112305,83.12176513671875,23.900014877319336,56.225711822509766
2015-01-08,24.781890869140625,42.85813903808594,41.597190856933594,15.02299976348877,13.642485618591309,267.212890625,45.14316177368164,68.18920135498047,53.39030838012695,62.94855880737305,17.481365203857422,25.137737274169922,152.2425994873047,81.89598083496094,77.91818237304688,44.71925354003906,71.1068115234375,77.5712661743164,42.2930793762207,27.658132553100586,40.47356414794922,20.06502914428711,41.98678970336914,0.4765070378780365,19.067445755004883,60.36670684814453,31.30268669128418,87.08942413330078,24.404449462890625,57.161563873291016
2015-01-09,24.808467864990234,41.68576431274414,41.37568664550781,14.846500396728516,13.3978853225708,264.044921875,45.13622283935547,66.83048248291016,53.46584701538086,63.368770599365234,17.452665328979492,24.830774307250977,149.90623474121094,80.49164581298828,76.85624694824219,43.94171905517578,70.24020385742188,77.13468933105469,42.097930908203125,27.208118438720703,40.13338851928711,19.887859344482422,41.52393341064453,0.47842657566070557,19.155441284179688,59.286376953125,30.90472412109375,86.27427673339844,24.102323532104492,57.08100128173828
2015-01-12,24.197181701660156,41.67307662963867,41.32197189331055,14.570500373840332,13.161173820495605,262.3058166503906,43.849979400634766,65.39147186279297,53.51621627807617,61.231353759765625,17.519628524780273,24.649274826049805,148.0818634033203,80.13098907470703,76.59256744384766,43.56406784057617,70.08949279785156,76.12263488769531,41.922977447509766,26.831857681274414,39.631622314453125,19.837499618530273,41.46770095825195,0.47242823243141174,19.225849151611328,56.97244644165039,30.910930633544922,85.30106353759766,24.283058166503906,55.98398971557617
2015-01-13,24.412010192871094,40.47275924682617,41.53005599975586,14.737000465393066,12.979693412780762,263.099853515625,43.41196060180664,64.35391235351562,53.8057861328125,61.62986755371094,17.462230682373047,24.88433074951172,147.96983337402344,79.60147857666016,76.7243881225586,43.57146453857422,69.9538345336914,75.854736328125,41.848941802978516,26.581018447875977,39.42749786376953,19.91582679748535,41.09999084472656,0.4717084467411041,19.03223419189453,56.775352478027344,30.892284393310547,85.73358917236328,24.091535568237305,55.77947235107422
2015-01-14,24.31899070739746,40.67069625854492,42.12746810913086,14.66349983215332,12.65618896484375,261.4136657714844,43.5371208190918,64.16861724853516,53.944297790527344,63.697452545166016,17.658334732055664,25.089134216308594,144.20921325683594,78.76502990722656,76.16777801513672,42.068233489990234,68.98175048828125,75.68605041503906,42.151756286621094,25.976072311401367,39.08731460571289,20.03891944885254,40.537620544433594,0.47362789511680603,19.055707931518555,57.22062683105469,31.20941925048828,85.94985961914062,23.363201141357422,55.61832809448242
2015-01-15,23.658971786499023,40.15351104736328,42.395965576171875,14.34749984741211,11.993393898010254,258.9185791015625,42.69585037231445,63.408992767333984,54.61787796020508,62.81904220581055,17.825725555419922,24.993927001953125,142.8169403076172,77.51417541503906,75.06187438964844,40.72050094604492,68.86115264892578,73.47342681884766,41.640342712402344,25.51128578186035,38.67908477783203,19.962453842163086,40.1483039855957,0.4702688753604889,19.008771896362305,55.9359130859375,31.58873176574707,86.8897933959961,23.5709171295166,55.13489532470703
2015-01-16,23.47513198852539,41.2070198059082,42.67118453979492,14.536999702453613,12.135419845581055,263.167724609375,43.8569221496582,64.92210388183594,54.989315032958984,65.56320190429688,17.878337860107422,25.313783645629883,141.8087921142578,79.9007797241211,76.19708251953125,41.41658020019531,68.94404602050781,74.5946273803711,42.414207458496094,25.7399845123291,39.325439453125,20.18251609802246,40.22618103027344,0.4789063632488251,19.243450164794922,59.36665344238281,31.930727005004883,87.97944641113281,23.406360626220703,56.47359848022461
2015-01-20,24.079792022705078,40.511070251464844,42.64433670043945,14.472000122070312,12.04073715209961,262.0488586425781,43.933406829833984,65.75587463378906,55.20333480834961,64.85176086425781,17.816164016723633,25.287994384765625,140.52857971191406,79.23310852050781,74.18302154541016,41.2536735534668,68.42411041259766,75.64636993408203,42.13157653808594,25.636707305908203,39.45301818847656,20.314922332763672,40.494380950927734,0.480346143245697,19.419458389282227,58.7462043762207,32.123497009277344,87.85468292236328,23.384784698486328,56.45504379272461
2015-01-21,24.263622283935547,40.03221130371094,43.05379104614258,14.862500190734863,12.159090042114258,264.2489013671875,44.872013092041016,66.79960632324219,55.82658004760742,65.73018646240234,18.17009735107422,25.806211471557617,141.74473571777344,79.44799041748047,74.62980651855469,41.386966705322266,68.07746124267578,76.14246368408203,41.828765869140625,25.6219482421875,39.05331039428711,20.49396514892578,40.45111846923828,0.4870641231536865,19.14957618713379,60.0090217590332,32.34113311767578,90.93234252929688,23.37129783630371,56.93844985961914
2015-01-22,24.894847869873047,40.21099853515625,43.013511657714844,15.515999794006348,12.695640563964844,272.7850646972656,45.400413513183594,67.26898193359375,55.79510498046875,65.59954071044922,17.816164016723633,26.644779205322266,145.6574249267578,81.39717864990234,75.99200439453125,42.64583206176758,68.4919204711914,77.0453872680664,42.11811065673828,26.21214485168457,40.08236312866211,20.430553436279297,41.46335983276367,0.4954618215560913,19.249319076538086,59.95791244506836,32.4157600402832,94.70039367675781,23.8190860748291,57.558231353759766
2015-01-23,25.023311614990234,39.85982894897461,43.30886459350586,15.619500160217285,12.411585807800293,268.4981689453125,44.9484977722168,65.99051666259766,55.85175323486328,65.91170501708984,17.87355613708496,26.875375747680664,144.41725158691406,80.86001586914062,74.84949493408203,41.97196960449219,67.48966979980469,77.22399139404297,42.05082702636719,25.931806564331055,40.1248779296875,20.417497634887695,41.597469329833984,0.4969015419483185,19.038105010986328,59.85572814941406,32.47795486450195,93.16156768798828,23.87574005126953,56.33106994628906
2015-01-26,25.04988670349121,40.115230560302734,43.342437744140625,15.482999801635742,12.506271362304688,270.2144470214844,45.76194381713867,67.24427795410156,55.744728088378906,67.02969360351562,17.859210968017578,26.61602020263672,144.36119079589844,81.61971282958984,74.8934555053711,42.03861999511719,68.32611846923828,76.89656066894531,42.272884368896484,25.90229606628418,39.98030090332031,20.467857360839844,41.67966079711914,0.49474212527275085,19.243450164794922,61.08204650878906,32.47795486450195,92.83714294433594,23.908111572265625,56.87025833129883
2015-01-27,24.172809600830078,40.287601470947266,43.12763595581055,15.337499618530273,12.332680702209473,265.74609375,45.5672721862793,66.86135864257812,55.85175323486328,67.51612854003906,17.892688751220703,25.845884323120117,141.21670532226562,80.69886016845703,74.76893615722656,41.61652374267578,67.49720001220703,75.18994903564453,42.097930908203125,25.5703125,36.28080368041992,20.74200439453125,40.879371643066406,0.4709886610507965,19.12610626220703,61.71708679199219,32.59608840942383,91.50626373291016,23.611371994018555,56.36825180053711
2015-01-28,25.53936767578125,39.489524841308594,42.543643951416016,15.195500373840332,11.993393898010254,260.8692932128906,43.509307861328125,64.05126953125,55.3040657043457,63.958831787109375,17.69659423828125,25.411476135253906,138.4641876220703,80.37652587890625,74.32217407226562,40.54278564453125,66.90191650390625,75.64636993408203,41.35099792480469,24.985803604125977,35.03059387207031,20.499557495117188,40.36459732055664,0.4633108377456665,18.74476432800293,58.943294525146484,32.44063186645508,90.21697998046875,23.419851303100586,54.50893783569336
2015-01-29,26.33449935913086,40.30037307739258,42.77186965942383,15.58899974822998,12.174871444702148,262.3134765625,43.676170349121094,63.61278533935547,56.25466537475586,64.54685974121094,17.710939407348633,25.451147079467773,140.81661987304688,82.58660888671875,74.9813232421875,41.224056243896484,70.285400390625,77.39266204833984,41.78165054321289,25.429737091064453,35.72798538208008,20.82406234741211,41.0394401550293,0.4745875298976898,18.674360275268555,59.78273391723633,32.82616424560547,90.99056243896484,23.662633895874023,54.279624938964844
2015-01-30,25.949115753173828,38.531803131103516,42.16104507446289,17.726499557495117,11.95394229888916,257.45196533203125,43.78740310668945,63.322479248046875,54.85710906982422,64.63397979736328,17.237436294555664,26.65717887878418,137.9520721435547,80.13098907470703,73.34076690673828,40.26880645751953,69.65995788574219,75.31893157958984,40.56365966796875,25.015399932861328,34.358734130859375,20.37274169921875,39.90605926513672,0.4606715142726898,18.334077835083008,60.14040756225586,31.538976669311523,88.37871551513672,22.923505783081055,54.180458068847656
