,net_return
2011-07-29,0.0034647541820842127
2011-08-01,-0.0027648234232870127
2011-08-02,-0.010648737711644438
2011-08-03,0.0014015745053227498
2011-08-04,-0.02873141894601545
2011-08-05,-0.011513159935523612
2011-08-08,-0.043030020296063225
2011-08-09,0.040256457551292195
2011-08-10,-0.01773674106639026
2011-08-11,0.018165580584208398
2011-08-12,0.005927877393589438
2011-08-15,0.015581727643843713
2011-08-16,-0.0018604240776343497
2011-08-17,0.003490754267659475
2011-08-18,-0.02581601567066844
2011-08-19,-0.008132389696570512
2011-08-22,0.0025256191996734746
2011-08-23,0.014387787238627837
2011-08-24,-0.004424146891142963
2011-08-25,-0.009340818659969476
2011-08-26,0.016409055661481063
2011-08-29,0.017055320960865386
2011-08-30,0.008748499646853002
2011-08-31,0.0019021388364021629
2011-09-01,-0.004837999552267913
2011-09-02,-0.008272673124756286
2011-09-06,-0.001290830130884775
2011-09-07,0.013309440403363614
2011-09-08,-0.003662528254886737
2011-09-09,-0.017455340166768873
2011-09-12,0.0001725205214180625
2011-09-13,0.004788387952887462
2011-09-14,0.006242678757212725
2011-09-15,0.005216581774099137
2011-09-16,0.00556268056069555
2011-09-19,-0.008881232369106436
2011-09-20,-0.0012985167778433754
2011-09-21,-0.019362847208330723
2011-09-22,-0.022421167243004265
2011-09-23,-0.0026068325375586993
2011-09-26,0.006317927219806862
2011-09-27,0.010573118590364562
2011-09-28,-0.020386242934258128
2011-09-29,0.007170915190790637
2011-09-30,-0.016095195487158837
2011-10-03,-0.016278307824642062
2011-10-04,0.014252911601513337
2011-10-05,0.010013161807439488
2011-10-06,0.012491633500575361
2011-10-07,-0.011857304563147963
2011-10-10,0.026910172210110914
2011-10-11,-0.0015942949425612374
2011-10-12,0.008220136859425175
2011-10-13,-0.0005392202455474748
2011-10-14,0.011150219211496462
2011-10-17,-0.013801722394824637
2011-10-18,0.013910836120909037
2011-10-19,-0.011498342415229925
2011-10-20,-0.0037181929701824634
2011-10-21,0.014627445157743774
2011-10-24,0.017936383877526472
2011-10-25,-0.005795984094870888
2011-10-26,0.005517983509312038
2011-10-27,0.024546060832012617
2011-10-28,0.0005616980561822874
2011-10-31,-0.011268887903327337
2011-11-01,-0.013727813772526399
2011-11-02,0.012409729063860026
2011-11-03,0.011165267212854163
2011-11-04,-0.004096927308442512
2011-11-07,0.005764544800439726
2011-11-08,0.004498350124824387
2011-11-09,-0.027482401733476037
2011-11-10,-0.0003604338223328376
2011-11-11,0.015269783944441674
2011-11-14,-0.006409444147905724
2011-11-15,0.005104732627368901
2011-11-16,-0.0113319611896824
2011-11-17,-0.015536999284882074
2011-11-18,0.0007033180892036876
2011-11-21,-0.018009465523482336
